loss,accuracy,val_loss,val_accuracy
1.6724377870559692,0.2712109088897705,1.4802919626235962,0.37880516052246094
1.461716651916504,0.397849977016449,1.3455814123153687,0.4627726972103119
1.3696191310882568,0.444560706615448,1.2684662342071533,0.5048198699951172
1.3164571523666382,0.4635399281978607,1.2101809978485107,0.5249873399734497
1.2769992351531982,0.4840095639228821,1.1708582639694214,0.5353246927261353
1.2467249631881714,0.4996115267276764,1.135810136795044,0.5547945499420166
1.2241567373275757,0.5041621327400208,1.1018637418746948,0.568619966506958
1.2062023878097534,0.512454628944397,1.0477604866027832,0.5898021459579468
1.1958481073379517,0.5168625116348267,1.0959748029708862,0.573376476764679
1.178247094154358,0.5264710187911987,1.0445516109466553,0.5955733060836792
1.1712490320205688,0.5275333523750305,1.0389561653137207,0.6003297567367554
1.1591242551803589,0.5346525311470032,1.0033080577850342,0.6121892333030701
1.1471589803695679,0.535968542098999,0.9938703775405884,0.6197996139526367
1.1464072465896606,0.5398055911064148,0.9964495897293091,0.6259512901306152
1.1353734731674194,0.5460368990898132,1.0484405755996704,0.598617434501648
1.1289068460464478,0.5448318719863892,1.0129514932632446,0.6168822646141052
1.132539987564087,0.5434999465942383,0.9595776796340942,0.6311516761779785
1.1137125492095947,0.5509997010231018,1.0073564052581787,0.6114916205406189
1.1174345016479492,0.5493031144142151,0.9290080666542053,0.6459284424781799
1.1121020317077637,0.5534890294075012,1.0000178813934326,0.6061643958091736
1.104029655456543,0.5559942126274109,0.996463418006897,0.6156772971153259
1.1090983152389526,0.5545355081558228,0.9272305965423584,0.6441527009010315
1.1042848825454712,0.5534573197364807,0.9874966740608215,0.6177701950073242
1.1002302169799805,0.5575481057167053,0.908108115196228,0.6523972749710083
1.0916492938995361,0.5609570741653442,0.8930982351303101,0.6601344347000122
1.0943284034729004,0.5606399178504944,0.9262163639068604,0.6484652757644653
1.088161826133728,0.5617339611053467,0.9289767742156982,0.6468163132667542
1.0872061252593994,0.5631926655769348,0.9383783340454102,0.6357179284095764
1.0830918550491333,0.5637952089309692,1.0106959342956543,0.6108574271202087
1.082525610923767,0.5625109076499939,1.006393313407898,0.6154870390892029
